name,extId,x,y,category,puic,prodclass,x_real,y2,join_id,join_name,isInAustria
Langenzersdorf Fichtengasse,15541,0,0,0,0,0,16.351765,48.315141,0,0,1
Bisamberg Bahnhst (An den Mühlen),15540,0,0,0,0,0,16.346974,48.316813,0,0,1
Langenzersdorf Schulstraße,15542,0,0,0,0,0,16.351639,48.311536,0,0,1
Langenzersdorf Mittelschule,15543,0,0,0,0,0,16.355388,48.307833,0,0,1
Langenzersdorf Dirnelstraße,15539,0,0,0,0,0,16.377123,48.292506,0,0,1
Langenzersdorf Meisengasse,15545,0,0,0,0,0,16.371802,48.29621,0,0,1
Langenzersdorf Rebschulgasse,15536,0,0,0,0,0,16.361213,48.30457,0,0,1
Langenzersdorf Volksschule,15547,0,0,0,0,0,16.359082,48.306538,0,0,1
Langenzersdorf Uferstraße,15548,0,0,0,0,0,16.347297,48.304066,0,0,1
Langenzersdorf An den Mühlen Süd,15549,0,0,0,0,0,16.346335,48.313891,0,0,1
Langenzersdorf An den Mühlen Nord,15550,0,0,0,0,0,16.346335,48.313891,0,0,1
Langenzersdorf Propst-Peitl-Straße,15544,0,0,0,0,0,16.375371,48.294591,0,0,1
Langenzersdorf Friedhof,15537,0,0,0,0,0,16.367083,48.30323,0,0,1
Klosterneuburg Aufeldgasse/Inkustraße,15855,0,0,0,0,0,16.337895,48.293917,0,0,1
Klosterneuburg Am Ölberg,15850,0,0,0,0,0,16.30432,48.313388,0,0,1
Klosterneuburg Roman-Scholz-Platz (P.-Abel-Straße),15853,0,0,0,0,0,16.326146,48.303536,0,0,1
Klosterneuburg Mühlengasse (Kierlinger Straße),15848,0,0,0,0,0,16.316204,48.306394,0,0,1
Klosterneuburg Beindelgasse,15851,0,0,0,0,0,16.309444,48.310655,0,0,1
Klosterneuburg Kindergarten,15849,0,0,0,0,0,16.302297,48.314898,0,0,1
Klosterneuburg Käferkreuzgasse,15852,0,0,0,0,0,16.314397,48.311473,0,0,1
Klosterneuburg Ziegelofengasse,15846,0,0,0,0,0,16.317399,48.312705,0,0,1
Klosterneuburg Hermannschule,15854,0,0,0,0,0,16.323053,48.303419,0,0,1
Klosterneuburg Donaustraße/Büropark,15857,0,0,0,0,0,16.34416,48.290915,0,0,1
Klosterneuburg Aufeldgasse 66,15856,0,0,0,0,0,16.340456,48.290223,0,0,1
Klosterneuburg Normannengasse,15858,0,0,0,0,0,16.343297,48.293773,0,0,1
Klosterneuburg Schüttaustraße,15859,0,0,0,0,0,16.339261,48.294681,0,0,1
Klosterneuburg-Weidling Bahnhof (Weidlinger Str.),15860,0,0,0,0,0,16.334703,48.297342,0,0,1
Klosterneuburg Agnesbrücke (Weidlinger Straße),15861,0,0,0,0,0,16.328887,48.295086,0,0,1
Klosterneuburg Berchtesgadnerhofgasse,15862,0,0,0,0,0,16.328959,48.297657,0,0,1
Klosterneuburg Wigandgasse 22,15877,0,0,0,0,0,16.307385,48.320543,0,0,1
Klosterneuburg Ottogasse,15863,0,0,0,0,0,16.327018,48.300767,0,0,1
Klosterneuburg Rathausplatz,15864,0,0,0,0,0,16.324222,48.305711,0,0,1
Klosterneuburg Krankenhaus,15865,0,0,0,0,0,16.324824,48.307824,0,0,1
Klosterneuburg Frankengasse,15878,0,0,0,0,0,16.316033,48.314673,0,0,1
Klosterneuburg Josef-Brenner-Straße,15866,0,0,0,0,0,16.319431,48.308552,0,0,1
Klosterneuburg Dr.-Weiß-Gasse,15867,0,0,0,0,0,16.31748,48.309244,0,0,1
Klosterneuburg In der Gugl,15868,0,0,0,0,0,16.315781,48.309819,0,0,1
Klosterneuburg Nivenburggasse,15847,0,0,0,0,0,16.318658,48.312831,0,0,1
Klosterneuburg Roman-Scholz-Platz (Leopoldstraße),15879,0,0,0,0,0,16.326146,48.303536,0,0,1
Klosterneuburg Martinskirche,15869,0,0,0,0,0,16.318424,48.313954,0,0,1
Klosterneuburg Ingrid-Birkfellner-Weg,15870,0,0,0,0,0,16.316815,48.315114,0,0,1
Klosterneuburg Martinsfriedhof,15871,0,0,0,0,0,16.309309,48.319285,0,0,1
Klosterneuburg Jahngasse,15880,0,0,0,0,0,16.324105,48.300785,0,0,1
Klosterneuburg Jakobgasse,15872,0,0,0,0,0,16.310163,48.320175,0,0,1
Klosterneuburg Schubertgasse,15873,0,0,0,0,0,16.309111,48.321361,0,0,1
Klosterneuburg Brunnleiten,15874,0,0,0,0,0,16.307241,48.322476,0,0,1
Klosterneuburg Sudetendeutscher Platz,15881,0,0,0,0,0,16.323997,48.299563,0,0,1
Klosterneuburg Wosakgasse,15875,0,0,0,0,0,16.305443,48.321712,0,0,1
Klosterneuburg Wigandgasse 8,15876,0,0,0,0,0,16.305596,48.321056,0,0,1
Klosterneuburg Nikolaihofgasse,15882,0,0,0,0,0,16.326262,48.298439,0,0,1
Klosterneuburg Weißer Hof,15883,0,0,0,0,0,16.277694,48.324337,0,0,1
Wien Kreilplatz,15889,0,0,0,0,0,16.366759,48.254688,0,0,1
Klosterneuburg Max-Frey-Gasse,15884,0,0,0,0,0,16.28947,48.316453,0,0,1
Klosterneuburg Leopoldbrücke (Wiener Straße),15890,0,0,0,0,0,16.332528,48.300147,0,0,1
Klosterneuburg Schladgasse,15885,0,0,0,0,0,16.29365,48.315375,0,0,1
Purkersdorf b.Wien Baunzen,16413,0,0,0,0,0,16.177356,48.182145,0,0,1
Wien Hopfengasse,16492,0,0,0,0,0,16.391947,48.268756,0,0,1
Wien Autokaderstraße,16493,0,0,0,0,0,16.388135,48.277206,0,0,1
Wien Anton-Böck-Gasse,16507,0,0,0,0,0,16.390158,48.296192,0,0,1
Wien Rußbergstraße,16494,0,0,0,0,0,16.383164,48.287409,0,0,1
Wien Dirnelwiese,16495,0,0,0,0,0,16.37929,48.292928,0,0,1
Wien Ernst-Vasovec-Gasse,16496,0,0,0,0,0,16.376782,48.296605,0,0,1
Langenzersdorf Dr.-Ludwig-Straße,16497,0,0,0,0,0,16.367469,48.304614,0,0,1
Langenzersdorf Wiener Straße 48/65,16498,0,0,0,0,0,16.36284,48.306556,0,0,1
Langenzersdorf Hauptplatz,16499,0,0,0,0,0,16.35768,48.309424,0,0,1
Langenzersdorf Bisamberggasse,16500,0,0,0,0,0,16.354399,48.31524,0,0,1
Langenzersdorf Korneuburger Straße,16508,0,0,0,0,0,16.353886,48.317091,0,0,1
Wien Am Spitz (Amtshaus),16510,0,0,0,0,0,16.397196,48.258311,0,0,1
Langenzersdorf Fasangasse,16511,0,0,0,0,0,16.377034,48.300057,0,0,1
Wien Langenzersdorfer Straße,16512,0,0,0,0,0,16.384854,48.298133,0,0,1
Wien Strebersdorfer Platz (Rußbergstraße),16513,0,0,0,0,0,16.38898,48.295724,0,0,1
Wien Mayerweckstraße,16514,0,0,0,0,0,16.381402,48.293917,0,0,1
Langenzersdorf Mautgasse,16509,0,0,0,0,0,16.353787,48.312129,0,0,1
Wien Senderstraße,16615,0,0,0,0,0,16.401017,48.311518,0,0,1
Wien Freiheitsplatz (Stammersdorfer Straße),16611,0,0,0,0,0,16.410716,48.301891,0,0,1
Wien Stammersdorfer Straße/Pfarrhof,16612,0,0,0,0,0,16.410716,48.301891,0,0,1
Hagenbrunn Wald,16616,0,0,0,0,0,16.404172,48.319375,0,0,1
Wien Pfarrer-Matz-Gasse,16613,0,0,0,0,0,16.406383,48.302169,0,0,1
Wien Stammersdorfer Kellergasse,16614,0,0,0,0,0,16.405664,48.304003,0,0,1
Wien Toni-Fritsch-Weg,16623,0,0,0,0,0,16.409368,48.284901,0,0,1
Wien Strebersdorfer Platz (Helma-Pavlis-Park Nord),16627,0,0,0,0,0,16.38898,48.295724,0,0,1
Wien Gh Zum Stammersdorfer Friedhof,16715,0,0,0,0,0,16.432057,48.296506,0,0,1
Wien Tilakstraße,16714,0,0,0,0,0,16.427148,48.296722,0,0,1
Wien Karl-Lothringer-Straße,16713,0,0,0,0,0,16.418878,48.29985,0,0,1
Wien Stammersdorfer Zentralfriedhof,16716,0,0,0,0,0,16.436165,48.296308,0,0,1
Gerasdorf b.Wien Grenzweg,16717,0,0,0,0,0,16.440345,48.296237,0,0,1
Gerasdorf b.Wien Auerbachweg,16718,0,0,0,0,0,16.444659,48.29594,0,0,1
Gerasdorf b.Wien Franz-Welte-Weg,16719,0,0,0,0,0,16.451824,48.295454,0,0,1
Gerasdorf b.Wien Schulgasse,16720,0,0,0,0,0,16.458278,48.295005,0,0,1
Gerasdorf b.Wien Sparkasse,16721,0,0,0,0,0,16.461164,48.294933,0,0,1
Wien Dahliengasse,16753,0,0,0,0,0,16.444902,48.286915,0,0,1
Gerasdorf b.Wien Westliche Scheunenstraße,16722,0,0,0,0,0,16.466216,48.295023,0,0,1
Kapellerfeld Mittelgasse,16737,0,0,0,0,0,16.497372,48.313253,0,0,1
Gerasdorf b.Wien Leopoldauer Straße,16723,0,0,0,0,0,16.466818,48.293198,0,0,1
Wien Iselgasse/Illgasse,16724,0,0,0,0,0,16.457056,48.283759,0,0,1
Wien Meriangasse,16747,0,0,0,0,0,16.3848,48.291274,0,0,1
Wien Pulkaugasse,16725,0,0,0,0,0,16.453379,48.282923,0,0,1
Kapellerfeld Rosengasse,16738,0,0,0,0,0,16.496473,48.310889,0,0,1
Wien Lavantgasse/Schule,16726,0,0,0,0,0,16.450224,48.282213,0,0,1
Wien Leopoldau Bahnhst (Thayagasse/Triestinggasse),16727,0,0,0,0,0,16.449298,48.277521,0,0,1
Wien Iselgasse/Lafnitzgasse,16728,0,0,0,0,0,16.456417,48.281602,0,0,1
Kapellerfeld Halbgasse,16731,0,0,0,0,0,16.489929,48.311213,0,0,1
Wien Stammersdorf (Stammersdorfer Straße),16729,0,0,0,0,0,16.410716,48.301891,0,0,1
Wien Stammersdorf (Bahnhofsplatz/Schleife),16730,0,0,0,0,0,16.420362,48.298169,0,0,1
Kapellerfeld Sonnwendgasse,16736,0,0,0,0,0,16.498559,48.315617,0,0,1
Gerasdorf b.Wien Fa.Polyglas,16740,0,0,0,0,0,16.48485,48.304489,0,0,1
Kapellerfeld Waldgasse,16732,0,0,0,0,0,16.492104,48.31417,0,0,1
Kapellerfeld Nelkengasse,16733,0,0,0,0,0,16.49383,48.319905,0,0,1
Wien Strebersdorf Bahnhst (Scheydgasse),16748,0,0,0,0,0,16.381205,48.285944,0,0,1
Kapellerfeld Lenaugasse,16734,0,0,0,0,0,16.497129,48.320561,0,0,1
Wien Großjedlersdorf (Frauenstiftgasse),16741,0,0,0,0,0,16.391947,48.268756,0,0,1
Kapellerfeld Feldgasse,16735,0,0,0,0,0,16.50228,48.314952,0,0,1
Wien Haspingerplatz,16742,0,0,0,0,0,16.40508,48.277341,0,0,1
Wien Hanreitergasse (Ocwirkgasse),16760,0,0,0,0,0,16.413134,48.284101,0,0,1
Wien Mitterhofergasse,16743,0,0,0,0,0,16.402482,48.277845,0,0,1
Wien Leopoldau Bahnhst (Möllplatz),16749,0,0,0,0,0,16.449298,48.277521,0,0,1
Wien Jochbergengasse,16744,0,0,0,0,0,16.400765,48.279957,0,0,1
Wien Steinamangergasse,16745,0,0,0,0,0,16.402734,48.283634,0,0,1
Wien Draugasse (Kreisverkehr West),16754,0,0,0,0,0,16.438924,48.28544,0,0,1
Wien Mühlweg,16746,0,0,0,0,0,16.392855,48.293594,0,0,1
Wien Kainachgasse,16750,0,0,0,0,0,16.44866,48.281863,0,0,1
Wien Achengasse (Kainachgasse),16751,0,0,0,0,0,16.44866,48.281863,0,0,1
Wien Ratzenhofergasse,16758,0,0,0,0,0,16.419786,48.284182,0,0,1
Wien Illgasse,16752,0,0,0,0,0,16.447878,48.287904,0,0,1
Wien Grellgasse,16755,0,0,0,0,0,16.434618,48.285989,0,0,1
Wien Allissen,16756,0,0,0,0,0,16.430609,48.286357,0,0,1
Wien Schippergasse,16759,0,0,0,0,0,16.417422,48.283517,0,0,1
Wien Kollarzgasse,16757,0,0,0,0,0,16.425638,48.285449,0,0,1
Wien Bernreiterplatz,16761,0,0,0,0,0,16.406347,48.281386,0,0,1
Bisamberg Bahnhst,16762,0,0,0,0,0,16.346974,48.316813,0,0,1
Kapellerfeld Brunnengasse,16739,0,0,0,0,0,16.493111,48.31115,0,0,1
Wien Scottgasse,16879,0,0,0,0,0,16.42038,48.274159,0,0,1
Wien Justgasse/Ruthnergasse,16880,0,0,0,0,0,16.421386,48.276011,0,0,1
Gerasdorf b.Wien Mozartweg,16869,0,0,0,0,0,16.448758,48.2882,0,0,1
Wien Großjedlersdorf (Baumergasse),16870,0,0,0,0,0,16.391947,48.268756,0,0,1
Wien Skraupstraße/Justgasse,16881,0,0,0,0,0,16.41566,48.276613,0,0,1
Wien Berzeliusgasse,16871,0,0,0,0,0,16.410482,48.275678,0,0,1
Wien Skraupstraße/Siemensstraße,16872,0,0,0,0,0,16.413772,48.274204,0,0,1
Wien Ruthnergasse/Siemensstraße,16873,0,0,0,0,0,16.41833,48.272163,0,0,1
Wien Schattenfrohgasse,16882,0,0,0,0,0,16.481947,48.287364,0,0,1
Wien Siemensstraße Bahnhst (Hochbahngasse),16874,0,0,0,0,0,16.420892,48.270851,0,0,1
Wien Edmund-Hawranek-Platz (Alois-Heidel-Park),16875,0,0,0,0,0,16.386526,48.291373,0,0,1
Wien Jedlersdorfer Platz,16876,0,0,0,0,0,16.408343,48.281198,0,0,1
Gerasdorf b.Wien Bahnhst (Bahnstraße),16883,0,0,0,0,0,16.483547,48.293018,0,0,1
Wien Draugasse (Kreisverkehr Ost),16877,0,0,0,0,0,16.438924,48.28544,0,0,1
Wien Achengasse (Aistgasse),16878,0,0,0,0,0,16.449891,48.284389,0,0,1
Gerasdorf b.Wien Josef-Böck-Gasse,16884,0,0,0,0,0,16.478827,48.293513,0,0,1
Gerasdorf b.Wien Dr.-Theodor-Körner-Gasse,16885,0,0,0,0,0,16.462377,48.293045,0,0,1
Gerasdorf b.Wien Florianiplatz,16890,0,0,0,0,0,16.468247,48.299257,0,0,1
Gerasdorf b.Wien Johann-Kaller-Gasse,16886,0,0,0,0,0,16.458611,48.291706,0,0,1
Gerasdorf b.Wien Anzengruberweg,16887,0,0,0,0,0,16.454601,48.290286,0,0,1
Gerasdorf b.Wien Blumenweg,16888,0,0,0,0,0,16.451473,48.289189,0,0,1
Wien Süßenbrunn Bahnhst (Schleife),16891,0,0,0,0,0,16.484383,48.285297,0,0,1
Wien Stallarngasse,16892,0,0,0,0,0,16.487547,48.28287,0,0,1
Wien Süßenbrunner Platz (Schleife),16893,0,0,0,0,0,16.496455,48.277215,0,0,1
Gerasdorf b.Wien Teichgasse,16889,0,0,0,0,0,16.470566,48.298736,0,0,1
Kapellerfeld Bahnhst,16894,0,0,0,0,0,16.495035,48.316543,0,0,1
Wien Ludwiggasse,17264,0,0,0,0,0,16.207623,48.206758,0,0,1
Steinbach b.Wien Lebereckstraße,17286,0,0,0,0,0,16.196063,48.247677,0,0,1
Wien Herzmanskystraße,17265,0,0,0,0,0,16.215066,48.209554,0,0,1
Wien Hütteldorf Bujattigasse (Linzer Straße),17274,0,0,0,0,0,16.255374,48.202524,0,0,1
Wien Hadersdorfer Hauptstraße,17266,0,0,0,0,0,16.219174,48.209922,0,0,1
Wien Badgasse,17267,0,0,0,0,0,16.224001,48.208996,0,0,1
Unterpurkersdorf Bahnhof (Wiener Straße),17261,0,0,0,0,0,16.188746,48.207531,0,0,1
Wien Mariabrunn Kirche,17268,0,0,0,0,0,16.230968,48.207765,0,0,1
Purkersdorf b.Wien Sanatorium (Wiener Straße),17262,0,0,0,0,0,16.20044,48.206281,0,0,1
Wien Mooswiesengasse,17263,0,0,0,0,0,16.202948,48.205032,0,0,1
Wien Hütteldorf Bf (Vorplatz),17275,0,0,0,0,0,16.27746,48.197975,0,0,1
Wien Wienflussaufsicht,17269,0,0,0,0,0,16.233053,48.206362,0,0,1
Wien Wolf in der Au Bahnhst (Hauptstraße),17270,0,0,0,0,0,16.236406,48.204645,0,0,1
Wien Samptwandnergasse,17271,0,0,0,0,0,16.245189,48.203387,0,0,1
Wien Utendorfgasse,17272,0,0,0,0,0,16.24882,48.20372,0,0,1
Wien Wolfersberggasse,17273,0,0,0,0,0,16.251949,48.203935,0,0,1
Wien Bergmillergasse (Stockhammerngasse),17285,0,0,0,0,0,16.256965,48.201715,0,0,1
Steinbach b.Wien Kirche,17288,0,0,0,0,0,16.193645,48.241079,0,0,1
Steinbach b.Wien Berggasse,17287,0,0,0,0,0,16.195083,48.245717,0,0,1
Steinbach b.Wien Feuerwehr,17289,0,0,0,0,0,16.19244,48.236701,0,0,1
Allerheiligenberg b.Wien Talgasse,17290,0,0,0,0,0,16.192674,48.239029,0,0,1
Allerheiligenberg b.Wien Schöffelstraße,17291,0,0,0,0,0,16.18835,48.239461,0,0,1
Steinbach b.Wien Laudongasse,17292,0,0,0,0,0,16.192251,48.234472,0,0,1
Mauerbach Heiligenbergstraße,17293,0,0,0,0,0,16.186139,48.235416,0,0,1
Mauerbach ehem. Fa.Ketterl,17294,0,0,0,0,0,16.182174,48.237609,0,0,1
Mauerbach Heiligenbergsiedlung,17295,0,0,0,0,0,16.178543,48.24036,0,0,1
Wien Mauerbachstraße/Baumschule,17326,0,0,0,0,0,16.21823,48.217958,0,0,1
Wien Sofienalpenstraße,17330,0,0,0,0,0,16.197834,48.231496,0,0,1
Wien Mariabrunn Mauerbachstraße,17323,0,0,0,0,0,16.226815,48.208367,0,0,1
Wien Kasgraben,17327,0,0,0,0,0,16.209574,48.224242,0,0,1
Wien Hadersdorf Bahnhst (Mauerbachstraße),17324,0,0,0,0,0,16.224514,48.2103,0,0,1
Wien Schloss Laudon,17325,0,0,0,0,0,16.221628,48.214623,0,0,1
Wien Greutberggasse,17328,0,0,0,0,0,16.20498,48.227945,0,0,1
Wien Hohe Wand Wiese,17329,0,0,0,0,0,16.201555,48.229635,0,0,1
Mauerbach Steinbachstraße,17331,0,0,0,0,0,16.194004,48.23315,0,0,1
Mötz Kirche,17594,0,0,0,0,0,16.250429,48.312588,0,0,1
Wien Hetzendorf,17608,0,0,0,0,0,16.315853,48.167008,0,0,1
Wien Hetzendorf Bahnhst (Hetzendorfer Straße),17611,0,0,0,0,0,16.313732,48.165749,0,0,1
Wien Hetzendorf Bahnhst (Eckartsaugasse),17610,0,0,0,0,0,16.313732,48.165749,0,0,1
Vösendorf Merkur Markt,17675,0,0,0,0,0,16.326739,48.1307,0,0,1
Vösendorf Haidfeldsiedlung,17676,0,0,0,0,0,16.326766,48.135006,0,0,1
Vösendorf Anton-Benya-Straße 7,17671,0,0,0,0,0,16.31259,48.115832,0,0,1
Vösendorf Anton-Benya-Straße 1,17677,0,0,0,0,0,16.316132,48.117855,0,0,1
Wien Ketzergasse/Lemböckgasse,17678,0,0,0,0,0,16.307223,48.127806,0,0,1
Wien Kellerberggasse,17679,0,0,0,0,0,16.30503,48.125927,0,0,1
Wien Auf der Schanz,17680,0,0,0,0,0,16.302324,48.122493,0,0,1
Brunn/Gebirge Radetzkystraße,17681,0,0,0,0,0,16.299457,48.119661,0,0,1
Brunn/Gebirge Hamerlinggasse,17682,0,0,0,0,0,16.302207,48.116093,0,0,1
Wien Pellmanngasse,17694,0,0,0,0,0,16.288445,48.130754,0,0,1
Wien Josef-Meder-Gasse,17695,0,0,0,0,0,16.293955,48.130017,0,0,1
Wien Brunner Straße/Ketzergasse,17696,0,0,0,0,0,16.297937,48.129469,0,0,1
Wien Liesing Industriegelände Süd,17697,0,0,0,0,0,16.301875,48.128498,0,0,1
Vösendorf Wienerberg,17698,0,0,0,0,0,16.316824,48.118151,0,0,1
Wien Liesing Bad (Manngasse),17704,0,0,0,0,0,16.288445,48.130754,0,0,1
Breitenfurt Laaber Spitz (Laaber Straße),18924,0,0,0,0,0,16.204324,48.138098,0,0,1
Breitenfurt Laaber Straße/IZ,18925,0,0,0,0,0,16.195721,48.143456,0,0,1
Laab im Walde Friedhof,18926,0,0,0,0,0,16.182022,48.151879,0,0,1
Perchtoldsdorf Haydngasse,18933,0,0,0,0,0,16.256929,48.128246,0,0,1
Laab im Walde Tiergartenstraße,18927,0,0,0,0,0,16.181159,48.15445,0,0,1
Laab im Walde Schlossgasse,18928,0,0,0,0,0,16.177257,48.155295,0,0,1
Perchtoldsdorf Berggasse,18934,0,0,0,0,0,16.25798,48.124767,0,0,1
Wien Penzing Bahnhof,19218,0,0,0,0,0,16.305291,48.192609,0,0,1
Wien Speising Bahnhof,19219,0,0,0,0,0,16.283636,48.173606,0,0,1
Wien Rodaun (Beethovenstraße),19244,0,0,0,0,0,16.266799,48.135905,0,0,1
Perchtoldsdorf Friedhof,19253,0,0,0,0,0,16.27319,48.118043,0,0,1
Perchtoldsdorf Eisenhüttelgasse,19254,0,0,0,0,0,16.279635,48.120893,0,0,1
Perchtoldsdorf Bahnhst (Salitergasse),19255,0,0,0,0,0,16.270269,48.117225,0,0,1
Perchtoldsdorf Mühlgasse,19256,0,0,0,0,0,16.281155,48.123832,0,0,1
Perchtoldsdorf Gauguschgasse,19257,0,0,0,0,0,16.277568,48.125441,0,0,1
Perchtoldsdorf Schweglergasse,19258,0,0,0,0,0,16.274422,48.126637,0,0,1
Perchtoldsdorf Heinrich-Waßmuth-Straße,19259,0,0,0,0,0,16.269388,48.124561,0,0,1
Breitenfurt Grüner Baum,19260,0,0,0,0,0,16.194777,48.135878,0,0,1
Breitenfurt Laaber Spitz,19261,0,0,0,0,0,16.204324,48.138098,0,0,1
Breitenfurt Industriezentrum,19262,0,0,0,0,0,16.195721,48.143456,0,0,1
Perchtoldsdorf Am Wallgraben,19319,0,0,0,0,0,16.265325,48.117917,0,0,1
Kaltenleutgeben Gemeindeamt,19339,0,0,0,0,0,16.200045,48.117171,0,0,1
Kaltenleutgeben Wilhelmstraße,19340,0,0,0,0,0,16.204459,48.118816,0,0,1
Kaltenleutgeben Hans-Czettel-Hof,19341,0,0,0,0,0,16.210284,48.120354,0,0,1
Kaltenleutgeben Wiener Graben,19342,0,0,0,0,0,16.217853,48.123572,0,0,1
Wien Rodaun Wohnheim,19344,0,0,0,0,0,16.2297,48.127446,0,0,1
Wien Altes Gh Maut/Kaltenleutgebner Straße,19345,0,0,0,0,0,16.23299,48.129064,0,0,1
Wien Alte Polsterermühle,19346,0,0,0,0,0,16.241836,48.131231,0,0,1
Wien Kaltenleutgebner Straße 10/63,19347,0,0,0,0,0,16.246052,48.131752,0,0,1
Wien Sonnbergstraße (Kaltenleutgebner Straße),19348,0,0,0,0,0,16.23299,48.129064,0,0,1
Perchtoldsdorf Freizeitzentrum (Plättenstraße),19349,0,0,0,0,0,16.266763,48.124012,0,0,1
Perchtoldsdorf Babenbergergasse,19350,0,0,0,0,0,16.277613,48.128624,0,0,1
Perchtoldsdorf Brunner-Feld-Straße,19351,0,0,0,0,0,16.292823,48.123796,0,0,1
Perchtoldsdorf Corneliusgasse,19352,0,0,0,0,0,16.280319,48.118295,0,0,1
Brunn/Gebirge Wolfholzgasse,19361,0,0,0,0,0,16.290216,48.119616,0,0,1
Brunn/Gebirge Blankenfeldgasse,19360,0,0,0,0,0,16.289757,48.118043,0,0,1
Wien Liesing Aquädukt,19388,0,0,0,0,0,16.272138,48.133712,0,0,1
Wien Meidling Bf (Wilhelmstraße),19423,0,0,0,0,0,16.328977,48.183548,0,0,1
Wien Meidling Bf (Dörfelstraße),19424,0,0,0,0,0,16.328977,48.183548,0,0,1
Wien Meidling Bf (Eichenstraße/Bahnhofszugang),19426,0,0,0,0,0,16.331926,48.174433,0,0,1
Wien Meidling Bahnhof (U),19421,0,0,0,0,0,16.331926,48.174433,0,0,1
Wien Unfallkrankenhaus Meidling,19433,0,0,0,0,0,16.344753,48.173741,0,0,1
Wien Meidling Hauptstraße (Unterführung),19436,0,0,0,0,0,16.328977,48.183548,0,0,1
Wien Haschkagasse (Ruckergasse 14),19437,0,0,0,0,0,16.326991,48.180689,0,0,1
Wien Ratschkygasse/Ruckergasse (Ruckergasse),19438,0,0,0,0,0,16.326451,48.1773,0,0,1
Wien Unfallkrankenhaus Meidling (Kundratstraße),19435,0,0,0,0,0,16.344753,48.173741,0,0,1
Wien Meidling Bf (U6),19422,0,0,0,0,0,16.331926,48.174433,0,0,1
Wien Antonsplatz,19453,0,0,0,0,0,16.378786,48.170262,0,0,1
Wien Hohenbergstraße (Ruckergasse),19439,0,0,0,0,0,16.325903,48.174154,0,0,1
Wien Meidling Bf/Schedifkapl. (Philadelphiabr.),19440,0,0,0,0,0,16.331926,48.174433,0,0,1
Wien Hetzendorfer Straße/Hervicusgasse,19475,0,0,0,0,0,16.304742,48.167754,0,0,1
Wien Wienerbergbrücke,19441,0,0,0,0,0,16.32753,48.172248,0,0,1
Wien Arthaberplatz (Laxenburger Straße),19454,0,0,0,0,0,16.372143,48.172482,0,0,1
Wien Am Europlatz,19442,0,0,0,0,0,16.333517,48.171403,0,0,1
Wien Eibesbrunnergasse/Wienerbergstraße,19443,0,0,0,0,0,16.337472,48.171053,0,0,1
Wien Meidling Hauptstraße (Linke Wienzeile),19463,0,0,0,0,0,16.328977,48.183548,0,0,1
Wien Gesundheitszentrum Süd,19444,0,0,0,0,0,16.345104,48.169902,0,0,1
Wien Unfallkrankenhaus Meidling (Köglergasse),19434,0,0,0,0,0,16.344753,48.173741,0,0,1
Wien Fernkorngasse,19455,0,0,0,0,0,16.363577,48.174064,0,0,1
Wien Franz-Josef-Spital,19445,0,0,0,0,0,16.34887,48.174954,0,0,1
Wien Martin-Luther-King-Park,19446,0,0,0,0,0,16.352115,48.175637,0,0,1
Wien Davidgasse/Knöllgasse,19447,0,0,0,0,0,16.356277,48.175466,0,0,1
Wien Belgradplatz (Davidgasse),19456,0,0,0,0,0,16.36043,48.174262,0,0,1
Wien Belgradplatz (Gußriegelstraße),19448,0,0,0,0,0,16.36043,48.174262,0,0,1
Wien Inzersdorfer Straße/Bernhardtstalgasse,19449,0,0,0,0,0,16.361284,48.173111,0,0,1
Wien Hohenfelsplatz,19469,0,0,0,0,0,16.316671,48.174073,0,0,1
Wien Herzgasse,19450,0,0,0,0,0,16.365473,48.172464,0,0,1
Wien Meidling Bf/Schedifkapl. (Breitenfurter Str.),19457,0,0,0,0,0,16.267788,48.13871,0,0,1
Wien Arthaberplatz (Inzersdorfer Straße),19451,0,0,0,0,0,16.361284,48.173111,0,0,1
Wien Inzersdorfer Straße/Ettenreichgasse,19452,0,0,0,0,0,16.375478,48.170765,0,0,1
Wien Rosasgasse,19464,0,0,0,0,0,16.324564,48.181669,0,0,1
Wien Hohenbergstraße (Nr.6-8),19458,0,0,0,0,0,16.325903,48.174154,0,0,1
Wien Haschkagasse (Christine-Busta-Park),19459,0,0,0,0,0,16.326991,48.180689,0,0,1
Wien Pohlgasse/Aichholzgasse,19465,0,0,0,0,0,16.324006,48.178658,0,0,1
Wien Kastanienallee,19460,0,0,0,0,0,16.3414,48.172095,0,0,1
Wien Hans-Mandl-Berufsschule,19461,0,0,0,0,0,16.338551,48.181516,0,0,1
Wien Edelsinnstr./Schönbrunner Allee (Laskegasse),19473,0,0,0,0,0,16.311547,48.171376,0,0,1
Wien Niederhofstraße (Vivenotgasse),19462,0,0,0,0,0,16.331251,48.18113,0,0,1
Wien Theergasse,19466,0,0,0,0,0,16.322757,48.174927,0,0,1
Wien Weißenthurngasse,19470,0,0,0,0,0,16.314478,48.174837,0,0,1
Wien Gatterhölzl,19467,0,0,0,0,0,16.31953,48.175709,0,0,1
Wien Stranitzkygasse,19468,0,0,0,0,0,16.318181,48.176024,0,0,1
Wien Gaßmannstraße (Grünbergstraße),19471,0,0,0,0,0,16.318154,48.238867,0,0,1
Wien Graf-Seilern-Gasse,19472,0,0,0,0,0,16.30876,48.171089,0,0,1
